라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,9,0.10526315789473684,-1,29,1,다이
2,9,0.11764705882352941,-1,28,1,다이
3,3,0.7333333333333333,-1,27,1,다이
4,7,0.3076923076923077,-1,26,1,다이
5,,,,,,상대 다이
6,8,0.2222222222222222,-1,26,1,다이
7,,,,,,상대 다이
8,10,0.0,-1,26,1,다이
9,,,,,,상대 다이
10,4,1.0,13,26,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,4,0.631578947368421,2,27,2
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,4,0.631578947368421,-1,25,2,다이
2,10,0.0,-1,24,2,다이
3,,,,,,상대 다이
4,9,0.07692307692307693,-1,24,2,다이
5,5,0.5454545454545454,-1,23,2,다이
6,,,,,,상대 다이
7,3,0.7142857142857143,1,23,2
7,3,0.7142857142857143,-1,22,2,다이
8,7,0.4,-1,21,2,다이
9,4,1.0,7,20,2
10,9,1.0,1,28,2
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,2,0.8421052631578947,3,29,1
2,10,0.0,-1,33,1,다이
3,1,0.9333333333333333,10,32,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,6,0.47368421052631576,1,4,29,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,6,0.47368421052631576,15,-1,25,1,다이
2,,,,,,,상대 다이
3,2,0.9333333333333333,1,21,25,1
3,2,0.9333333333333333,32,31,4,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,2,0.8947368421052632,1,19,29,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,2,0.8947368421052632,30,29,10,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,2,0.8947368421052632,1,19,29,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,2,0.8947368421052632,30,29,10,1
라운드,상대 카드,이길확률, 내가한 배팅 , 내칩 
1,5,0.5789473684210527,1,4,29,1
